Group,Tag1 NodeId,Tag1 Name,Tag1 Value,Tag2 NodeId,Tag2 Name,Tag2 Value,Timestamp,Scan Rate (s),CPU (%),Memory (%)
7,ns=2;s=Channel2.RX3i.A109,A109,,ns=2;s=Channel2.RX3i.A11,A11,,49:53.7,1.938,0,93.4
8,ns=2;s=Channel2.RX3i.A110,A110,,ns=2;s=Channel2.RX3i.A111,A111,,49:53.7,1.938,0,93.4
9,ns=2;s=Channel2.RX3i.A112,A112,,ns=2;s=Channel2.RX3i.A113,A113,,49:53.7,1.938,0,93.4
10,ns=2;s=Channel2.RX3i.A114,A114,,ns=2;s=Channel2.RX3i.A115,A115,,49:53.7,1.938,0,93.4
11,ns=2;s=Channel2.RX3i.A116,A116,,ns=2;s=Channel2.RX3i.A117,A117,,49:53.7,1.938,0,93.4
12,ns=2;s=Channel2.RX3i.A118,A118,,ns=2;s=Channel2.RX3i.A119,A119,,49:53.7,1.938,0,93.4
13,ns=2;s=Channel2.RX3i.A12,A12,,ns=2;s=Channel2.RX3i.A120,A120,,49:53.7,1.938,0,93.4
14,ns=2;s=Channel2.RX3i.A121,A121,,ns=2;s=Channel2.RX3i.A122,A122,,49:53.7,1.938,0,93.4
15,ns=2;s=Channel2.RX3i.A123,A123,,ns=2;s=Channel2.RX3i.A124,A124,,49:53.7,1.938,0,93.4
16,ns=2;s=Channel2.RX3i.A125,A125,,ns=2;s=Channel2.RX3i.A126,A126,,49:53.7,1.938,0,93.4
17,ns=2;s=Channel2.RX3i.A127,A127,,ns=2;s=Channel2.RX3i.A128,A128,,49:53.7,1.938,0,93.4
18,ns=2;s=Channel2.RX3i.A129,A129,,ns=2;s=Channel2.RX3i.A13,A13,,49:53.7,1.938,0,93.4
19,ns=2;s=Channel2.RX3i.A130,A130,,ns=2;s=Channel2.RX3i.A131,A131,,49:53.7,1.938,0,93.4
20,ns=2;s=Channel2.RX3i.A132,A132,,ns=2;s=Channel2.RX3i.A133,A133,,49:53.7,1.938,0,93.4
21,ns=2;s=Channel2.RX3i.A134,A134,,ns=2;s=Channel2.RX3i.A135,A135,,49:53.7,1.938,0,93.4
22,ns=2;s=Channel2.RX3i.A136,A136,,ns=2;s=Channel2.RX3i.A137,A137,,49:53.7,1.938,0,93.4
23,ns=2;s=Channel2.RX3i.A138,A138,,ns=2;s=Channel2.RX3i.A139,A139,,49:53.7,1.938,0,93.4
24,ns=2;s=Channel2.RX3i.A14,A14,,ns=2;s=Channel2.RX3i.A140,A140,,49:53.7,1.938,20,93.4
25,ns=2;s=Channel2.RX3i.A141,A141,,ns=2;s=Channel2.RX3i.A142,A142,,49:53.7,1.938,0,93.4
1,ns=2;s=Channel2.RX3i.A1,A1,,ns=2;s=Channel2.RX3i.A10,A10,,49:55.2,1.733,5.8,93.5
2,ns=2;s=Channel2.RX3i.A100,A100,,ns=2;s=Channel2.RX3i.A1000,A1000,,49:55.2,1.733,0,93.5
3,ns=2;s=Channel2.RX3i.A101,A101,,ns=2;s=Channel2.RX3i.A102,A102,,49:55.2,1.733,12.5,93.5
4,ns=2;s=Channel2.RX3i.A103,A103,,ns=2;s=Channel2.RX3i.A104,A104,,49:55.2,1.733,0,93.5
5,ns=2;s=Channel2.RX3i.A105,A105,,ns=2;s=Channel2.RX3i.A106,A106,,49:55.2,1.733,0,93.5
6,ns=2;s=Channel2.RX3i.A107,A107,,ns=2;s=Channel2.RX3i.A108,A108,,13-02-2025 14:49:55.235,1.733,0,93.5
7,ns=2;s=Channel2.RX3i.A109,A109,,ns=2;s=Channel2.RX3i.A11,A11,,49:55.2,1.733,0,93.5
8,ns=2;s=Channel2.RX3i.A110,A110,,ns=2;s=Channel2.RX3i.A111,A111,,49:55.2,1.733,0,93.5
9,ns=2;s=Channel2.RX3i.A112,A112,,ns=2;s=Channel2.RX3i.A113,A113,,49:55.2,1.733,0,93.5
10,ns=2;s=Channel2.RX3i.A114,A114,,ns=2;s=Channel2.RX3i.A115,A115,,49:55.2,1.733,0,93.5
11,ns=2;s=Channel2.RX3i.A116,A116,,ns=2;s=Channel2.RX3i.A117,A117,,49:55.2,1.733,12.5,93.5
12,ns=2;s=Channel2.RX3i.A118,A118,,ns=2;s=Channel2.RX3i.A119,A119,,49:55.2,1.733,0,93.5
13,ns=2;s=Channel2.RX3i.A12,A12,,ns=2;s=Channel2.RX3i.A120,A120,,49:55.2,1.733,0,93.5
14,ns=2;s=Channel2.RX3i.A121,A121,,ns=2;s=Channel2.RX3i.A122,A122,,49:55.2,1.733,0,93.5
15,ns=2;s=Channel2.RX3i.A123,A123,,ns=2;s=Channel2.RX3i.A124,A124,,49:55.2,1.733,0,93.5
16,ns=2;s=Channel2.RX3i.A125,A125,,ns=2;s=Channel2.RX3i.A126,A126,,49:55.2,1.733,0,93.5
17,ns=2;s=Channel2.RX3i.A127,A127,,ns=2;s=Channel2.RX3i.A128,A128,,49:55.2,1.733,0,93.5
18,ns=2;s=Channel2.RX3i.A129,A129,,ns=2;s=Channel2.RX3i.A13,A13,,49:55.2,1.733,0,93.5
19,ns=2;s=Channel2.RX3i.A130,A130,,ns=2;s=Channel2.RX3i.A131,A131,,49:55.2,1.733,0,93.5
20,ns=2;s=Channel2.RX3i.A132,A132,,ns=2;s=Channel2.RX3i.A133,A133,,49:55.2,1.733,33.3,93.5
21,ns=2;s=Channel2.RX3i.A134,A134,,ns=2;s=Channel2.RX3i.A135,A135,,49:55.2,1.733,0,93.5
22,ns=2;s=Channel2.RX3i.A136,A136,,ns=2;s=Channel2.RX3i.A137,A137,,49:55.2,1.733,0,93.5
23,ns=2;s=Channel2.RX3i.A138,A138,,ns=2;s=Channel2.RX3i.A139,A139,,49:55.2,1.733,0,93.5
24,ns=2;s=Channel2.RX3i.A14,A14,,ns=2;s=Channel2.RX3i.A140,A140,,49:55.2,1.733,14.3,93.5
25,ns=2;s=Channel2.RX3i.A141,A141,,ns=2;s=Channel2.RX3i.A142,A142,,49:55.2,1.733,0,93.5
1,ns=2;s=Channel2.RX3i.A1,A1,,ns=2;s=Channel2.RX3i.A10,A10,,49:55.4,1.654,5.9,93.5
2,ns=2;s=Channel2.RX3i.A100,A100,,ns=2;s=Channel2.RX3i.A1000,A1000,,49:55.4,1.654,0,93.5
3,ns=2;s=Channel2.RX3i.A101,A101,,ns=2;s=Channel2.RX3i.A102,A102,,49:55.4,1.654,12.5,93.5
4,ns=2;s=Channel2.RX3i.A103,A103,,ns=2;s=Channel2.RX3i.A104,A104,,49:55.4,1.654,0,93.5
5,ns=2;s=Channel2.RX3i.A105,A105,,ns=2;s=Channel2.RX3i.A106,A106,,49:55.4,1.654,0,93.5
6,ns=2;s=Channel2.RX3i.A107,A107,,ns=2;s=Channel2.RX3i.A108,A108,,13-02-2025 14:49:55.396,1.654,0,93.5
7,ns=2;s=Channel2.RX3i.A109,A109,,ns=2;s=Channel2.RX3i.A11,A11,,49:55.4,1.654,0,93.5
8,ns=2;s=Channel2.RX3i.A110,A110,,ns=2;s=Channel2.RX3i.A111,A111,,49:55.4,1.654,0,93.5
9,ns=2;s=Channel2.RX3i.A112,A112,,ns=2;s=Channel2.RX3i.A113,A113,,49:55.4,1.654,0,93.5
10,ns=2;s=Channel2.RX3i.A114,A114,,ns=2;s=Channel2.RX3i.A115,A115,,49:55.4,1.654,0,93.5
11,ns=2;s=Channel2.RX3i.A116,A116,,ns=2;s=Channel2.RX3i.A117,A117,,49:55.4,1.654,14.3,93.5
12,ns=2;s=Channel2.RX3i.A118,A118,,ns=2;s=Channel2.RX3i.A119,A119,,49:55.4,1.654,0,93.5
13,ns=2;s=Channel2.RX3i.A12,A12,,ns=2;s=Channel2.RX3i.A120,A120,,49:55.4,1.654,0,93.5
14,ns=2;s=Channel2.RX3i.A121,A121,,ns=2;s=Channel2.RX3i.A122,A122,,49:55.4,1.654,12.5,93.5
15,ns=2;s=Channel2.RX3i.A123,A123,,ns=2;s=Channel2.RX3i.A124,A124,,49:55.4,1.654,0,93.5
16,ns=2;s=Channel2.RX3i.A125,A125,,ns=2;s=Channel2.RX3i.A126,A126,,49:55.4,1.654,0,93.5
17,ns=2;s=Channel2.RX3i.A127,A127,,ns=2;s=Channel2.RX3i.A128,A128,,49:55.4,1.654,0,93.5
18,ns=2;s=Channel2.RX3i.A129,A129,,ns=2;s=Channel2.RX3i.A13,A13,,49:55.4,1.654,0,93.5
19,ns=2;s=Channel2.RX3i.A130,A130,,ns=2;s=Channel2.RX3i.A131,A131,,49:55.4,1.654,28.6,93.5
20,ns=2;s=Channel2.RX3i.A132,A132,,ns=2;s=Channel2.RX3i.A133,A133,,49:55.4,1.654,0,93.5
21,ns=2;s=Channel2.RX3i.A134,A134,,ns=2;s=Channel2.RX3i.A135,A135,,49:55.4,1.654,0,93.5
22,ns=2;s=Channel2.RX3i.A136,A136,,ns=2;s=Channel2.RX3i.A137,A137,,49:55.4,1.654,0,93.5
23,ns=2;s=Channel2.RX3i.A138,A138,,ns=2;s=Channel2.RX3i.A139,A139,,49:55.4,1.654,0,93.5
24,ns=2;s=Channel2.RX3i.A14,A14,,ns=2;s=Channel2.RX3i.A140,A140,,49:55.4,1.654,0,93.5
25,ns=2;s=Channel2.RX3i.A141,A141,,ns=2;s=Channel2.RX3i.A142,A142,,49:55.4,1.654,0,93.5
1,ns=2;s=Channel2.RX3i.A1,A1,,ns=2;s=Channel2.RX3i.A10,A10,,49:56.7,1.506,9.2,93.8
2,ns=2;s=Channel2.RX3i.A100,A100,,ns=2;s=Channel2.RX3i.A1000,A1000,,49:56.7,1.506,0,93.8
3,ns=2;s=Channel2.RX3i.A101,A101,,ns=2;s=Channel2.RX3i.A102,A102,,49:56.7,1.506,0,93.8
4,ns=2;s=Channel2.RX3i.A103,A103,,ns=2;s=Channel2.RX3i.A104,A104,,49:56.7,1.506,0,93.8
5,ns=2;s=Channel2.RX3i.A105,A105,,ns=2;s=Channel2.RX3i.A106,A106,,49:56.7,1.506,14.3,93.8
6,ns=2;s=Channel2.RX3i.A107,A107,,ns=2;s=Channel2.RX3i.A108,A108,,13-02-2025 14:49:56.741,1.506,0,93.8
7,ns=2;s=Channel2.RX3i.A109,A109,,ns=2;s=Channel2.RX3i.A11,A11,,49:56.7,1.506,0,93.8
8,ns=2;s=Channel2.RX3i.A110,A110,,ns=2;s=Channel2.RX3i.A111,A111,,49:56.7,1.506,100,93.8
9,ns=2;s=Channel2.RX3i.A112,A112,,ns=2;s=Channel2.RX3i.A113,A113,,49:56.7,1.506,18.8,93.8
10,ns=2;s=Channel2.RX3i.A114,A114,,ns=2;s=Channel2.RX3i.A115,A115,,49:56.7,1.506,66.7,93.7
11,ns=2;s=Channel2.RX3i.A116,A116,,ns=2;s=Channel2.RX3i.A117,A117,,49:56.7,1.506,0,93.7
12,ns=2;s=Channel2.RX3i.A118,A118,,ns=2;s=Channel2.RX3i.A119,A119,,49:56.7,1.506,0,93.7
13,ns=2;s=Channel2.RX3i.A12,A12,,ns=2;s=Channel2.RX3i.A120,A120,,49:56.7,1.506,57.1,93.7
14,ns=2;s=Channel2.RX3i.A121,A121,,ns=2;s=Channel2.RX3i.A122,A122,,49:56.7,1.506,0,93.7
15,ns=2;s=Channel2.RX3i.A123,A123,,ns=2;s=Channel2.RX3i.A124,A124,,49:56.7,1.506,0,93.7
16,ns=2;s=Channel2.RX3i.A125,A125,,ns=2;s=Channel2.RX3i.A126,A126,,49:56.7,1.506,0,93.7
17,ns=2;s=Channel2.RX3i.A127,A127,,ns=2;s=Channel2.RX3i.A128,A128,,49:56.7,1.506,0,93.7
18,ns=2;s=Channel2.RX3i.A129,A129,,ns=2;s=Channel2.RX3i.A13,A13,,49:56.7,1.506,0,93.7
19,ns=2;s=Channel2.RX3i.A130,A130,,ns=2;s=Channel2.RX3i.A131,A131,,49:56.7,1.506,0,93.7
20,ns=2;s=Channel2.RX3i.A132,A132,,ns=2;s=Channel2.RX3i.A133,A133,,49:56.7,1.506,0,93.7
21,ns=2;s=Channel2.RX3i.A134,A134,,ns=2;s=Channel2.RX3i.A135,A135,,49:56.7,1.506,0,93.7
22,ns=2;s=Channel2.RX3i.A136,A136,,ns=2;s=Channel2.RX3i.A137,A137,,49:56.7,1.506,0,93.7
23,ns=2;s=Channel2.RX3i.A138,A138,,ns=2;s=Channel2.RX3i.A139,A139,,49:56.7,1.506,0,93.7
24,ns=2;s=Channel2.RX3i.A14,A14,,ns=2;s=Channel2.RX3i.A140,A140,,49:56.7,1.506,0,93.7
25,ns=2;s=Channel2.RX3i.A141,A141,,ns=2;s=Channel2.RX3i.A142,A142,,49:56.7,1.506,0,93.7
1,ns=2;s=Channel2.RX3i.A1,A1,,ns=2;s=Channel2.RX3i.A10,A10,,49:56.9,1.484,11.4,93.7
2,ns=2;s=Channel2.RX3i.A100,A100,,ns=2;s=Channel2.RX3i.A1000,A1000,,49:56.9,1.484,0,93.7
3,ns=2;s=Channel2.RX3i.A101,A101,,ns=2;s=Channel2.RX3i.A102,A102,,49:56.9,1.484,0,93.7
4,ns=2;s=Channel2.RX3i.A103,A103,,ns=2;s=Channel2.RX3i.A104,A104,,49:56.9,1.484,0,93.7
5,ns=2;s=Channel2.RX3i.A105,A105,,ns=2;s=Channel2.RX3i.A106,A106,,49:56.9,1.484,12.5,93.7
6,ns=2;s=Channel2.RX3i.A107,A107,,ns=2;s=Channel2.RX3i.A108,A108,,13-02-2025 14:49:56.879,1.484,0,93.7
7,ns=2;s=Channel2.RX3i.A109,A109,,ns=2;s=Channel2.RX3i.A11,A11,,49:56.9,1.484,0,93.7
8,ns=2;s=Channel2.RX3i.A110,A110,,ns=2;s=Channel2.RX3i.A111,A111,,49:56.9,1.484,0,93.7
9,ns=2;s=Channel2.RX3i.A112,A112,,ns=2;s=Channel2.RX3i.A113,A113,,49:56.9,1.484,0,93.7
10,ns=2;s=Channel2.RX3i.A114,A114,,ns=2;s=Channel2.RX3i.A115,A115,,49:56.9,1.484,0,93.7
11,ns=2;s=Channel2.RX3i.A116,A116,,ns=2;s=Channel2.RX3i.A117,A117,,49:56.9,1.484,0,93.7
12,ns=2;s=Channel2.RX3i.A118,A118,,ns=2;s=Channel2.RX3i.A119,A119,,49:56.9,1.484,0,93.7
13,ns=2;s=Channel2.RX3i.A12,A12,,ns=2;s=Channel2.RX3i.A120,A120,,49:56.9,1.484,0,93.7
14,ns=2;s=Channel2.RX3i.A121,A121,,ns=2;s=Channel2.RX3i.A122,A122,,49:56.9,1.484,0,93.7
15,ns=2;s=Channel2.RX3i.A123,A123,,ns=2;s=Channel2.RX3i.A124,A124,,49:56.9,1.484,0,93.7
16,ns=2;s=Channel2.RX3i.A125,A125,,ns=2;s=Channel2.RX3i.A126,A126,,49:56.9,1.484,0,93.7
17,ns=2;s=Channel2.RX3i.A127,A127,,ns=2;s=Channel2.RX3i.A128,A128,,49:56.9,1.484,0,93.7
18,ns=2;s=Channel2.RX3i.A129,A129,,ns=2;s=Channel2.RX3i.A13,A13,,49:56.9,1.484,0,93.7
19,ns=2;s=Channel2.RX3i.A130,A130,,ns=2;s=Channel2.RX3i.A131,A131,,49:56.9,1.484,0,93.7
20,ns=2;s=Channel2.RX3i.A132,A132,,ns=2;s=Channel2.RX3i.A133,A133,,49:56.9,1.484,0,93.7
21,ns=2;s=Channel2.RX3i.A134,A134,,ns=2;s=Channel2.RX3i.A135,A135,,49:56.9,1.484,0,93.7
22,ns=2;s=Channel2.RX3i.A136,A136,,ns=2;s=Channel2.RX3i.A137,A137,,49:56.9,1.484,0,93.7
23,ns=2;s=Channel2.RX3i.A138,A138,,ns=2;s=Channel2.RX3i.A139,A139,,49:56.9,1.484,0,93.7
24,ns=2;s=Channel2.RX3i.A14,A14,,ns=2;s=Channel2.RX3i.A140,A140,,49:56.9,1.484,0,93.7
25,ns=2;s=Channel2.RX3i.A141,A141,,ns=2;s=Channel2.RX3i.A142,A142,,49:56.9,1.484,0,93.7
1,ns=2;s=Channel2.RX3i.A1,A1,,ns=2;s=Channel2.RX3i.A10,A10,,49:58.1,1.396,6.9,93.6
2,ns=2;s=Channel2.RX3i.A100,A100,,ns=2;s=Channel2.RX3i.A1000,A1000,,49:58.1,1.396,0,93.6
3,ns=2;s=Channel2.RX3i.A101,A101,,ns=2;s=Channel2.RX3i.A102,A102,,49:58.1,1.396,0,93.6
4,ns=2;s=Channel2.RX3i.A103,A103,,ns=2;s=Channel2.RX3i.A104,A104,,49:58.1,1.396,50,93.6
5,ns=2;s=Channel2.RX3i.A105,A105,,ns=2;s=Channel2.RX3i.A106,A106,,49:58.1,1.396,0,93.6
6,ns=2;s=Channel2.RX3i.A107,A107,,ns=2;s=Channel2.RX3i.A108,A108,,13-02-2025 14:49:58.137,1.396,0,93.6
7,ns=2;s=Channel2.RX3i.A109,A109,,ns=2;s=Channel2.RX3i.A11,A11,,49:58.1,1.396,0,93.6
8,ns=2;s=Channel2.RX3i.A110,A110,,ns=2;s=Channel2.RX3i.A111,A111,,49:58.1,1.396,0,93.6
9,ns=2;s=Channel2.RX3i.A112,A112,,ns=2;s=Channel2.RX3i.A113,A113,,49:58.1,1.396,50,93.6
10,ns=2;s=Channel2.RX3i.A114,A114,,ns=2;s=Channel2.RX3i.A115,A115,,49:58.1,1.396,0,93.6
11,ns=2;s=Channel2.RX3i.A116,A116,,ns=2;s=Channel2.RX3i.A117,A117,,49:58.1,1.396,0,93.6
12,ns=2;s=Channel2.RX3i.A118,A118,,ns=2;s=Channel2.RX3i.A119,A119,,49:58.1,1.396,0,93.6
13,ns=2;s=Channel2.RX3i.A12,A12,,ns=2;s=Channel2.RX3i.A120,A120,,49:58.1,1.396,0,93.6
14,ns=2;s=Channel2.RX3i.A121,A121,,ns=2;s=Channel2.RX3i.A122,A122,,49:58.1,1.396,0,93.6
15,ns=2;s=Channel2.RX3i.A123,A123,,ns=2;s=Channel2.RX3i.A124,A124,,49:58.1,1.396,0,93.6
16,ns=2;s=Channel2.RX3i.A125,A125,,ns=2;s=Channel2.RX3i.A126,A126,,49:58.1,1.396,33.3,93.6
17,ns=2;s=Channel2.RX3i.A127,A127,,ns=2;s=Channel2.RX3i.A128,A128,,49:58.1,1.396,0,93.6
18,ns=2;s=Channel2.RX3i.A129,A129,,ns=2;s=Channel2.RX3i.A13,A13,,49:58.1,1.396,0,93.6
19,ns=2;s=Channel2.RX3i.A130,A130,,ns=2;s=Channel2.RX3i.A131,A131,,49:58.1,1.396,0,93.6
20,ns=2;s=Channel2.RX3i.A132,A132,,ns=2;s=Channel2.RX3i.A133,A133,,49:58.1,1.396,0,93.6
21,ns=2;s=Channel2.RX3i.A134,A134,,ns=2;s=Channel2.RX3i.A135,A135,,49:58.1,1.396,0,93.6
22,ns=2;s=Channel2.RX3i.A136,A136,,ns=2;s=Channel2.RX3i.A137,A137,,49:58.1,1.396,0,93.6
23,ns=2;s=Channel2.RX3i.A138,A138,,ns=2;s=Channel2.RX3i.A139,A139,,49:58.1,1.396,0,93.6
24,ns=2;s=Channel2.RX3i.A14,A14,,ns=2;s=Channel2.RX3i.A140,A140,,49:58.1,1.396,0,93.6
25,ns=2;s=Channel2.RX3i.A141,A141,,ns=2;s=Channel2.RX3i.A142,A142,,49:58.1,1.396,0,93.6
1,ns=2;s=Channel2.RX3i.A1,A1,,ns=2;s=Channel2.RX3i.A10,A10,,49:58.3,1.419,7,93.6
2,ns=2;s=Channel2.RX3i.A100,A100,,ns=2;s=Channel2.RX3i.A1000,A1000,,49:58.3,1.419,0,93.6
3,ns=2;s=Channel2.RX3i.A101,A101,,ns=2;s=Channel2.RX3i.A102,A102,,49:58.3,1.419,0,93.6
4,ns=2;s=Channel2.RX3i.A103,A103,,ns=2;s=Channel2.RX3i.A104,A104,,49:58.3,1.419,0,93.6
5,ns=2;s=Channel2.RX3i.A105,A105,,ns=2;s=Channel2.RX3i.A106,A106,,49:58.3,1.419,0,93.6
6,ns=2;s=Channel2.RX3i.A107,A107,,ns=2;s=Channel2.RX3i.A108,A108,,13-02-2025 14:49:58.299,1.419,0,93.6
7,ns=2;s=Channel2.RX3i.A109,A109,,ns=2;s=Channel2.RX3i.A11,A11,,49:58.3,1.419,0,93.6
8,ns=2;s=Channel2.RX3i.A110,A110,,ns=2;s=Channel2.RX3i.A111,A111,,49:58.3,1.419,0,93.6
9,ns=2;s=Channel2.RX3i.A112,A112,,ns=2;s=Channel2.RX3i.A113,A113,,49:58.3,1.419,0,93.6
10,ns=2;s=Channel2.RX3i.A114,A114,,ns=2;s=Channel2.RX3i.A115,A115,,49:58.3,1.419,0,93.6
11,ns=2;s=Channel2.RX3i.A116,A116,,ns=2;s=Channel2.RX3i.A117,A117,,49:58.3,1.419,0,93.6
12,ns=2;s=Channel2.RX3i.A118,A118,,ns=2;s=Channel2.RX3i.A119,A119,,49:58.3,1.419,0,93.6
13,ns=2;s=Channel2.RX3i.A12,A12,,ns=2;s=Channel2.RX3i.A120,A120,,49:58.3,1.419,0,93.6
14,ns=2;s=Channel2.RX3i.A121,A121,,ns=2;s=Channel2.RX3i.A122,A122,,49:58.3,1.419,0,93.6
15,ns=2;s=Channel2.RX3i.A123,A123,,ns=2;s=Channel2.RX3i.A124,A124,,49:58.3,1.419,0,93.6
16,ns=2;s=Channel2.RX3i.A125,A125,,ns=2;s=Channel2.RX3i.A126,A126,,49:58.3,1.419,0,93.6
17,ns=2;s=Channel2.RX3i.A127,A127,,ns=2;s=Channel2.RX3i.A128,A128,,49:58.3,1.419,0,93.6
18,ns=2;s=Channel2.RX3i.A129,A129,,ns=2;s=Channel2.RX3i.A13,A13,,49:58.3,1.419,0,93.6
19,ns=2;s=Channel2.RX3i.A130,A130,,ns=2;s=Channel2.RX3i.A131,A131,,49:58.3,1.419,0,93.6
20,ns=2;s=Channel2.RX3i.A132,A132,,ns=2;s=Channel2.RX3i.A133,A133,,49:58.3,1.419,0,93.6
21,ns=2;s=Channel2.RX3i.A134,A134,,ns=2;s=Channel2.RX3i.A135,A135,,49:58.3,1.419,0,93.6
22,ns=2;s=Channel2.RX3i.A136,A136,,ns=2;s=Channel2.RX3i.A137,A137,,49:58.3,1.419,0,93.6
23,ns=2;s=Channel2.RX3i.A138,A138,,ns=2;s=Channel2.RX3i.A139,A139,,49:58.3,1.419,0,93.6
24,ns=2;s=Channel2.RX3i.A14,A14,,ns=2;s=Channel2.RX3i.A140,A140,,49:58.3,1.419,0,93.6
25,ns=2;s=Channel2.RX3i.A141,A141,,ns=2;s=Channel2.RX3i.A142,A142,,49:58.3,1.419,0,93.6
1,ns=2;s=Channel2.RX3i.A1,A1,,ns=2;s=Channel2.RX3i.A10,A10,,49:59.5,1.398,11,93.8
2,ns=2;s=Channel2.RX3i.A100,A100,,ns=2;s=Channel2.RX3i.A1000,A1000,,49:59.5,1.398,0,93.8
3,ns=2;s=Channel2.RX3i.A101,A101,,ns=2;s=Channel2.RX3i.A102,A102,,49:59.5,1.398,77.8,93.8
4,ns=2;s=Channel2.RX3i.A103,A103,,ns=2;s=Channel2.RX3i.A104,A104,,49:59.5,1.398,0,93.8
5,ns=2;s=Channel2.RX3i.A105,A105,,ns=2;s=Channel2.RX3i.A106,A106,,49:59.5,1.398,0,93.8
6,ns=2;s=Channel2.RX3i.A107,A107,,ns=2;s=Channel2.RX3i.A108,A108,,13-02-2025 14:49:59.535,1.398,100,93.8
7,ns=2;s=Channel2.RX3i.A109,A109,,ns=2;s=Channel2.RX3i.A11,A11,,49:59.5,1.398,0,93.8
8,ns=2;s=Channel2.RX3i.A110,A110,,ns=2;s=Channel2.RX3i.A111,A111,,49:59.5,1.398,14.3,93.8
9,ns=2;s=Channel2.RX3i.A112,A112,,ns=2;s=Channel2.RX3i.A113,A113,,49:59.5,1.398,0,93.8
10,ns=2;s=Channel2.RX3i.A114,A114,,ns=2;s=Channel2.RX3i.A115,A115,,49:59.5,1.398,20,93.8
11,ns=2;s=Channel2.RX3i.A116,A116,,ns=2;s=Channel2.RX3i.A117,A117,,49:59.5,1.398,33.3,93.8
12,ns=2;s=Channel2.RX3i.A118,A118,,ns=2;s=Channel2.RX3i.A119,A119,,49:59.5,1.398,0,93.8
13,ns=2;s=Channel2.RX3i.A12,A12,,ns=2;s=Channel2.RX3i.A120,A120,,49:59.5,1.398,0,93.8
14,ns=2;s=Channel2.RX3i.A121,A121,,ns=2;s=Channel2.RX3i.A122,A122,,49:59.5,1.398,0,93.8
15,ns=2;s=Channel2.RX3i.A123,A123,,ns=2;s=Channel2.RX3i.A124,A124,,49:59.5,1.398,0,93.8
16,ns=2;s=Channel2.RX3i.A125,A125,,ns=2;s=Channel2.RX3i.A126,A126,,49:59.5,1.398,0,93.8
17,ns=2;s=Channel2.RX3i.A127,A127,,ns=2;s=Channel2.RX3i.A128,A128,,49:59.5,1.398,0,93.8
18,ns=2;s=Channel2.RX3i.A129,A129,,ns=2;s=Channel2.RX3i.A13,A13,,49:59.5,1.398,0,93.8
19,ns=2;s=Channel2.RX3i.A130,A130,,ns=2;s=Channel2.RX3i.A131,A131,,49:59.5,1.398,0,93.8
20,ns=2;s=Channel2.RX3i.A132,A132,,ns=2;s=Channel2.RX3i.A133,A133,,49:59.5,1.398,0,93.8
21,ns=2;s=Channel2.RX3i.A134,A134,,ns=2;s=Channel2.RX3i.A135,A135,,49:59.5,1.398,0,93.8
22,ns=2;s=Channel2.RX3i.A136,A136,,ns=2;s=Channel2.RX3i.A137,A137,,49:59.5,1.398,0,93.8
23,ns=2;s=Channel2.RX3i.A138,A138,,ns=2;s=Channel2.RX3i.A139,A139,,49:59.5,1.398,0,93.8
24,ns=2;s=Channel2.RX3i.A14,A14,,ns=2;s=Channel2.RX3i.A140,A140,,49:59.5,1.398,0,93.8
25,ns=2;s=Channel2.RX3i.A141,A141,,ns=2;s=Channel2.RX3i.A142,A142,,49:59.5,1.398,0,93.8
1,ns=2;s=Channel2.RX3i.A1,A1,,ns=2;s=Channel2.RX3i.A10,A10,,49:59.7,1.386,13.1,93.8
2,ns=2;s=Channel2.RX3i.A100,A100,,ns=2;s=Channel2.RX3i.A1000,A1000,,49:59.7,1.386,0,93.8
3,ns=2;s=Channel2.RX3i.A101,A101,,ns=2;s=Channel2.RX3i.A102,A102,,49:59.7,1.386,0,93.8
4,ns=2;s=Channel2.RX3i.A103,A103,,ns=2;s=Channel2.RX3i.A104,A104,,49:59.7,1.386,0,93.8
5,ns=2;s=Channel2.RX3i.A105,A105,,ns=2;s=Channel2.RX3i.A106,A106,,49:59.7,1.386,0,93.8
6,ns=2;s=Channel2.RX3i.A107,A107,,ns=2;s=Channel2.RX3i.A108,A108,,13-02-2025 14:49:59.685,1.386,0,93.8
7,ns=2;s=Channel2.RX3i.A109,A109,,ns=2;s=Channel2.RX3i.A11,A11,,49:59.7,1.386,0,93.8
8,ns=2;s=Channel2.RX3i.A110,A110,,ns=2;s=Channel2.RX3i.A111,A111,,49:59.7,1.386,0,93.8
9,ns=2;s=Channel2.RX3i.A112,A112,,ns=2;s=Channel2.RX3i.A113,A113,,49:59.7,1.386,0,93.8
10,ns=2;s=Channel2.RX3i.A114,A114,,ns=2;s=Channel2.RX3i.A115,A115,,49:59.7,1.386,0,93.8
11,ns=2;s=Channel2.RX3i.A116,A116,,ns=2;s=Channel2.RX3i.A117,A117,,49:59.7,1.386,0,93.8
12,ns=2;s=Channel2.RX3i.A118,A118,,ns=2;s=Channel2.RX3i.A119,A119,,49:59.7,1.386,0,93.8
13,ns=2;s=Channel2.RX3i.A12,A12,,ns=2;s=Channel2.RX3i.A120,A120,,49:59.7,1.386,0,93.8
14,ns=2;s=Channel2.RX3i.A121,A121,,ns=2;s=Channel2.RX3i.A122,A122,,49:59.7,1.386,0,93.8
